Geneid	Length	pm_1_cyto	pm_2_cyto	pm_3_cyto	pp_1	pp_1_cyto	pp_2	pp_2_cyto	pp_3	pp_3_cyto
MIR7161	84	0	0	0	0	0	0	0	0	0
DYNLT1	2953	2669	3130	756	1268	1219	2027	978	1422	857
SYTL3	2896	19	18	11	16	23	15	13	17	18
AMZ2P2	1057	0	0	0	0	0	0	0	0	0
MIR3918	93	0	0	0	0	0	0	0	0	0
EZR	3286	2144	2174	1176	841	1696	836	1568	690	1320
EZR-AS1	362	1	0	1	3	0	5	0	3	0
OSTCP1	1226	0	0	0	0	0	0	0	0	0
ENSG00000285159	2687	2	3	1	0	0	4	4	3	0
LINC02901	1878	16	16	5	9	11	17	12	17	7
ENSG00000213076	580	0	0	0	0	1	0	0	0	0
RNU6-293P	106	0	0	0	0	0	0	0	0	0
RSPH3	6576	343	252	186	133	239	156	176	139	140
TAGAP-AS1	13527	71	64	37	51	35	68	40	70	31
TAGAP	4089	0	0	1	1	0	1	0	0	1
ENSG00000226032	567	0	0	0	0	0	0	0	0	0
ENSG00000288845	1024	0	2	0	2	2	0	1	0	2
ENSG00000285492	12865	0	0	0	1	0	2	0	0	1
ENSG00000224478	2545	1	1	0	1	0	1	0	2	0
ENSG00000233682	822	5	2	2	6	4	16	1	15	0
FNDC1	6850	7	8	9	1	30	0	11	3	5
FNDC1-IT1	516	0	0	0	0	1	0	1	0	0
ENSG00000231178	1497	0	0	0	0	0	0	0	0	0
LINC02529	1405	0	0	0	0	0	0	0	0	0
ENSG00000286533	957	0	0	1	0	0	0	0	0	0
ENSG00000216480	466	2	1	2	0	0	1	2	0	2
ENSG00000276413	211	0	0	0	0	0	0	0	0	0
ENSG00000237927	2002	4	3	1	0	3	2	0	0	1
SOD2	18144	617	734	300	297	518	445	281	332	245
HNRNPH1P1	1185	1	1	0	0	1	0	1	0	0
RNU4ATAC18P	126	0	0	1	0	2	0	1	0	0
WTAP	6413	760	792	432	730	607	882	617	658	419
SOD2-OT1	1718	8	2	6	6	6	8	0	3	1
ACAT2	2639	915	873	498	303	989	296	541	333	478
TCP1	4883	2260	2242	1755	603	5229	901	2142	752	1713
SNORA20	132	1	5	4	1	2	0	2	1	1
SNORA29	140	0	0	0	0	0	0	0	0	0
MRPL18	1374	410	489	215	526	786	883	299	599	248
PNLDC1	2206	2	0	1	1	5	6	0	3	1
ENSG00000236823	741	0	0	0	0	0	0	0	0	0
MAS1	11111	0	1	0	0	1	0	0	0	0
IGF2R	22613	216	179	160	121	285	118	196	103	145
AIRN	4374	3	2	0	0	0	0	1	0	0
CHP1P2	571	0	0	0	0	0	0	0	0	0
SLC22A1	2286	3	1	1	1	3	1	0	1	5
ENSG00000216516	217	0	0	0	0	0	0	0	0	0
SLC22A2	5983	0	0	0	0	0	1	0	0	0
ENSG00000230234	467	0	0	0	0	0	0	0	0	0
SLC22A3	3234	0	0	0	0	0	0	0	2	1
ENSG00000287656	2346	0	0	0	0	0	0	0	0	0
LPAL2	4749	2	3	1	1	1	1	0	1	0
LPA	6436	0	0	0	0	0	0	0	0	0
ENSG00000243831	260	0	0	0	0	0	0	0	0	0
ENSG00000224477	327	0	0	0	0	0	0	0	0	0
PLG	7162	0	0	0	0	0	0	0	0	0
ENSG00000287558	4488	0	0	0	0	0	0	0	0	0
ENSG00000276960	157	0	0	0	0	0	0	0	0	0
ENSG00000274903	188	0	0	0	0	0	0	0	0	0
ENSG00000224371	891	0	0	0	0	0	0	0	0	0
ENSG00000220913	489	0	0	0	0	0	0	0	0	0
ENSG00000233342	1287	0	0	0	0	0	0	0	0	0
ENSG00000231863	4057	0	0	0	0	0	2	0	0	0
MAP3K4-AS1	2025	2	1	0	2	13	3	5	1	0
MAP3K4	7522	121	102	65	130	195	146	89	86	90
AGPAT4	14253	191	206	115	269	221	336	168	256	128
PRKN	11635	7	6	14	25	24	19	10	10	9
ENSG00000286498	1278	0	0	0	0	1	0	0	0	0
ENSG00000286805	1298	0	0	0	0	0	0	0	0	0
KRT8P44	1350	0	0	0	0	0	0	0	0	0
PACRG	2569	6	3	8	7	5	6	9	3	9
ENSG00000217557	291	0	0	0	0	0	0	0	0	0
ENSG00000285610	1424	0	0	0	0	0	0	0	0	0
PACRG-AS2	1712	0	0	0	0	0	0	0	0	0
ENSG00000285553	1704	0	0	0	0	0	0	0	0	0
PACRG-AS3	9803	0	0	0	0	0	0	0	0	0
PACRG-AS1	8999	0	0	0	0	0	0	0	0	0
ENSG00000285564	7002	0	1	0	0	1	0	0	1	0
ENSG00000285726	2227	0	0	0	0	0	0	0	0	0
ENSG00000217514	254	0	0	0	0	0	0	0	0	0
CAHM	896	8	3	4	3	6	15	4	6	0
QKI	17364	200	185	220	203	546	216	202	145	139
ENSG00000228692	602	0	0	0	0	0	0	0	0	0
ENSG00000235538	4685	0	0	0	0	1	0	0	0	0
ENSG00000285858	1251	0	0	0	0	0	0	0	0	0
RN7SL366P	292	0	0	0	0	0	0	0	0	0
ENSG00000288696	2764	0	0	0	0	0	0	0	0	0
ENSG00000286573	2454	0	0	0	0	0	0	0	0	0
ENSG00000260422	1639	0	0	0	0	0	0	0	0	0
ENSG00000230627	448	0	0	0	0	0	0	0	0	0
ENSG00000288584	2595	0	0	0	0	0	0	0	0	0
ENSG00000288648	2307	0	0	0	0	0	0	0	0	0
ENSG00000226739	466	0	0	0	0	0	0	0	0	0
ENSG00000287550	3929	0	0	0	0	1	0	0	0	0
ENSG00000227455	4383	0	0	0	0	0	0	0	0	0
ENSG00000287877	1541	0	0	0	0	0	0	0	0	0
ENSG00000217878	330	0	0	0	0	0	0	0	0	0
C6orf118	2238	6	16	5	4	9	6	5	2	5
PDE10A	37993	57	36	32	15	86	12	35	13	27
RNA5SP226	115	0	0	0	0	0	0	0	0	0
RNU6-730P	104	0	0	0	0	0	0	0	0	0
ENSG00000236627	1122	0	0	0	0	0	0	0	0	0
ENSG00000223942	607	0	0	0	0	0	0	0	0	0
LINC00602	2065	0	0	0	0	0	0	0	0	0
GAPDHP72	2169	2	3	1	3	0	0	0	1	1
ENSG00000287824	1376	0	0	0	0	1	0	0	0	0
ENSG00000231297	1035	0	0	0	0	0	0	0	0	0
ENSG00000276643	72	0	0	0	0	0	0	0	0	0
TBXT	2603	14	10	8	10	32	11	9	6	15
LNCDAT	3457	5	6	3	31	23	27	10	33	4
RNU6-153P	104	0	0	0	0	0	0	0	0	0
ENSG00000280991	221	0	0	0	0	0	0	0	0	0
ENSG00000233365	1548	0	0	0	1	0	0	0	0	0
GNG5P1	204	0	0	0	0	0	0	0	0	0
ENSG00000280850	1579	0	0	0	0	0	0	0	0	0
PRR18	3149	1	0	0	1	1	1	0	0	1
ENSG00000287189	2973	2	1	1	0	1	0	0	0	1
SFT2D1	3089	443	524	219	398	681	598	285	395	198
HNRNPA1P49	904	2	0	2	0	4	0	1	0	2
ENSG00000286760	4587	179	134	107	265	66	174	149	215	105
MPC1	1546	320	295	246	961	392	697	282	871	171
MPC1-DT	1636	9	7	3	8	8	19	6	10	3
ENSG00000280057	1785	1	2	1	0	1	0	2	0	1
RPS6KA2	8251	82	64	54	109	81	87	71	74	48
RPS6KA2-IT1	579	0	2	0	0	1	0	0	0	0
MIR1913	80	0	0	0	1	0	0	0	0	0
RAMACL	1991	26	30	14	34	14	32	27	41	29
ENSG00000287690	2096	0	0	0	0	0	0	0	0	0
ENSG00000235008	1746	0	0	0	0	0	0	0	1	0
ENSG00000249141	600	12	11	5	14	5	14	8	10	2
RPS6KA2-AS1	627	0	0	0	0	0	0	0	0	0
RNASET2	19532	135	125	59	98	131	105	69	109	63
ENSG00000227598	385	23	25	13	60	8	40	13	55	18
ENSG00000285730	1002	7	2	5	2	10	1	2	1	5
MIR3939	106	1	2	0	0	3	0	0	0	0
CEP43	15886	130	95	82	34	195	97	98	64	55
ENSG00000272980	5310	3	4	5	2	6	1	7	0	1
CCR6	3526	0	0	0	0	0	0	0	0	0
ENSG00000284825	1749	0	0	0	0	0	0	0	0	0
ENSG00000284914	1072	0	0	0	0	0	0	0	0	0
TCP10L2	4306	0	0	0	1	0	0	0	0	0
GPR31	2734	0	0	0	0	0	0	0	0	0
ENSG00000286674	2058	0	0	0	0	0	0	0	0	0
ENSG00000216966	267	0	0	0	0	0	0	0	0	0
HPAT5	1383	0	0	0	0	0	0	0	0	0
ENSG00000231720	579	0	0	0	3	0	8	0	3	0
ENSG00000228648	205	0	0	0	0	0	0	0	1	0
UNC93A	2694	0	0	0	0	0	0	0	0	0
TTLL2	3831	0	1	0	0	0	0	1	0	0
ENSG00000217447	582	0	0	0	1	2	0	0	0	0
TCP10L3	8716	0	0	0	0	0	0	0	0	0
ENSG00000287297	1195	0	0	0	0	0	0	0	0	0
LINC02538	4569	0	0	0	0	0	0	0	0	0
ENSG00000287594	1445	0	0	0	0	0	0	0	0	0
LINC02487	4029	1	0	0	0	1	1	0	1	0
ENSG00000213065	1486	0	0	0	0	0	0	0	0	0
LINC01558	2780	0	0	0	0	0	0	0	0	0
ENSG00000269155	2719	0	0	0	0	0	0	0	0	0
ENSG00000285212	963	0	0	0	0	0	0	0	0	0
AFDN-DT	4731	99	107	57	26	93	48	70	33	50
AFDN	13731	439	378	327	448	992	474	443	367	318
ENSG00000235994	1539	0	0	0	0	0	0	0	0	0
KIF25-AS1	3121	0	0	0	0	0	0	0	1	0
KIF25	5892	18	15	10	21	12	19	13	15	7
FRMD1	8907	5	1	2	10	3	10	4	4	2
ENSG00000234768	449	0	0	0	0	0	0	0	0	0
ENSG00000287056	2187	0	0	0	0	0	2	0	0	0
ENSG00000237987	455	0	0	0	0	0	2	0	0	0
ENSG00000228361	470	0	0	0	0	0	0	0	0	0
ENSG00000234647	2624	0	1	1	0	0	0	0	0	0
CTAGE13P	2446	0	0	0	0	0	0	0	0	0
DACT2	4246	0	0	1	0	0	0	0	0	0
ENSG00000224417	2559	0	0	0	0	0	1	0	0	1
ENSG00000260771	659	0	0	0	0	0	0	0	0	0
SMOC2	4032	2	2	0	1	3	9	4	1	1
ENSG00000235815	557	0	0	0	0	0	0	0	0	0
ENSG00000289090	439	0	0	0	0	0	0	0	1	0
ENSG00000280665	234	0	0	1	0	0	0	0	0	0
ENSG00000225879	4569	0	0	0	0	0	0	0	0	0
ENSG00000285917	762	0	0	0	0	0	0	0	0	0
ENSG00000279810	670	0	0	0	0	0	0	0	0	0
ENSG00000229720	934	0	0	0	0	0	0	0	0	0
ENSG00000234519	775	0	0	0	0	0	0	0	0	0
ENSG00000286826	1818	0	0	0	0	0	0	0	0	0
LINC01615	2258	0	0	0	0	0	2	0	0	0
LINC02544	672	0	0	0	0	0	0	0	0	0
ENSG00000226445	5767	1	0	0	8	0	4	1	4	3
THBS2	7197	0	0	0	0	0	0	0	0	0
ENSG00000233085	746	0	0	0	0	0	0	0	0	0
VTA1P1	866	0	0	0	0	0	0	0	0	0
LINC02519	2685	0	0	0	0	0	0	0	0	0
ENSG00000285887	4158	2	2	0	0	0	2	1	0	0
ENSG00000285733	4233	0	0	0	0	0	0	0	0	0
ENSG00000272848	4107	0	0	1	0	5	3	1	4	0
WDR27	12610	239	229	106	29	207	72	128	44	102
C6orf120	2667	168	161	116	242	221	334	159	232	154
PHF10	5982	121	152	87	78	287	125	91	109	89
ENSG00000227704	1682	32	41	21	34	58	70	31	34	19
ENSG00000232640	403	0	0	0	0	0	0	0	0	0
DYNLT2	2631	110	86	58	9	107	23	69	35	56
ERMARD	4267	65	66	46	41	113	35	57	26	56
ENSG00000266896	1630	0	0	2	0	3	0	0	0	0
LINC00242	4496	4	4	5	16	6	24	9	24	6
LINC00574	4806	1	3	1	4	3	4	1	1	1
ENSG00000236173	694	0	0	0	0	0	0	0	0	0
ENSG00000287823	6815	0	0	0	0	0	0	0	0	0
ENSG00000288162	1713	0	0	0	0	0	0	0	0	0
ENSG00000289623	1149	0	0	0	0	0	0	0	0	1
ENSG00000287407	659	2	1	0	5	0	3	2	7	2
ENSG00000232197	763	0	0	0	0	0	1	0	0	0
ENSG00000230960	2400	0	0	0	0	0	0	0	0	0
ENSG00000288959	932	0	0	0	0	0	0	0	0	0
ENSG00000273100	980	0	1	0	0	0	1	0	0	1
RPL12P23	490	0	0	0	0	0	0	0	0	0
ENSG00000271820	1953	0	0	0	0	0	0	0	0	0
LINC01624	3611	0	0	0	0	0	0	0	1	0
DLL1	3819	17	15	19	14	43	24	15	8	12
FAM120B	6029	371	408	290	126	691	156	313	100	259
ENSG00000271234	500	0	1	0	0	3	2	0	0	0
MIR4644	84	0	0	0	0	0	0	0	0	0
ENSG00000261003	5187	0	1	0	0	0	0	1	0	0
ENSG00000288970	2197	0	0	0	0	0	0	0	0	2
ENSG00000288829	474	1	1	1	2	3	3	2	2	0
PSMB1	2219	7814	9800	1820	2231	2607	2895	1917	2248	1662
TBP	2318	1683	1383	912	454	713	468	1185	420	919
PDCD2	6476	214	231	140	289	583	554	189	417	161
ENSG00000287411	1771	0	1	0	0	0	4	0	0	0
ENSG00000230423	3416	4	2	0	2	1	5	0	1	1
OR4F7P	931	0	0	0	0	0	0	0	0	0
WBP1LP8	327	0	0	0	0	0	0	0	0	0
ENSG00000234986	806	0	0	0	0	0	0	0	0	0
ENSG00000225532	439	0	0	0	0	0	0	0	2	0
RPL23AP47	460	0	0	0	0	0	0	0	0	0
ENSG00000283061	441	0	0	0	0	0	0	0	0	0
ENSG00000282572	1760	0	1	0	0	0	0	0	0	0
ENSG00000273644	446	0	0	0	0	0	0	0	0	0
ENSG00000232325	877	0	0	0	0	0	0	0	0	0
ENSG00000242611	1365	0	0	0	0	0	0	1	1	0
ENSG00000287883	1030	0	0	0	0	0	0	0	0	0
ENSG00000242474	5013	27	27	14	26	25	34	17	35	12
ENSG00000240859	5197	0	0	0	0	2	3	0	0	1
ENSG00000261795	3208	0	0	0	0	0	0	0	0	0
ENSG00000239715	568	0	0	0	0	0	0	0	0	0
ENSG00000240093	574	0	0	0	0	0	0	0	0	0
FAM20C	5054	13	13	7	32	19	22	3	30	8
ENSG00000249852	2004	0	0	0	0	0	0	0	0	1
FOXL3	1087	0	0	0	0	0	0	0	0	0
ENSG00000287342	1836	0	0	0	1	0	0	0	0	0
ENSG00000249574	2146	0	0	0	0	0	0	0	0	1
ENSG00000286710	5584	0	0	0	0	0	0	0	0	0
ENSG00000286764	2284	0	0	0	0	0	0	0	0	0
ENSG00000234471	420	0	0	0	0	0	0	0	0	0
PDGFA	4151	129	118	68	70	39	84	75	69	68
HRAT92	4452	1	3	2	4	2	1	1	2	0
PRKAR1B	4491	27	21	16	44	30	69	24	39	14
PRKAR1B-AS2	572	0	0	0	0	0	0	0	0	0
PRKAR1B-AS1	731	2	0	1	0	0	3	0	4	0
DNAAF5	7139	66	102	67	26	298	43	102	30	101
SUN1	11850	903	847	614	2208	597	1244	814	1866	638
GET4	5390	58	71	17	95	35	83	34	122	24
ENSG00000273151	6758	11	3	7	0	23	1	7	4	7
ADAP1	5063	35	33	18	20	32	16	31	26	19
COX19	6715	390	371	174	342	190	338	152	288	125
CYP2W1	2791	0	1	0	1	0	0	0	0	0
C7orf50	4961	611	611	261	701	581	860	313	610	241
MIR339	94	0	0	1	0	0	0	0	0	1
ENSG00000225146	535	2	0	2	3	0	1	2	1	0
GPR146	3190	2	2	0	29	10	23	6	26	0
ENSG00000257607	1562	0	0	0	0	0	0	0	0	0
ENSG00000224079	869	0	0	0	0	0	0	0	0	0
ENSG00000226291	302	2	0	0	20	1	12	3	18	1
GPER1	3123	2	10	5	34	16	25	17	40	3
ZFAND2A	2282	1061	1063	310	513	220	591	292	507	290
ZFAND2A-DT	4569	41	62	39	115	34	113	49	89	34
UNCX	2091	1	0	0	2	1	6	1	2	1
ENSG00000233082	433	0	0	0	0	0	0	0	0	0
MICALL2	8811	20	22	12	57	22	54	24	47	17
ENSG00000225981	2797	1	0	1	0	4	1	0	2	1
ENSG00000273230	3026	1	6	1	1	18	0	5	0	3
INTS1	9084	243	218	138	28	462	29	210	27	200
ENSG00000231927	242	0	0	0	1	3	0	5	1	2
MAFK	4470	9	6	4	2	16	4	4	5	4
TMEM184A	7612	2	2	1	2	0	1	2	2	0
PSMG3	1973	2324	2341	1188	1087	591	1201	1550	905	1324
PSMG3-AS1	6436	23	32	22	62	14	51	22	54	20
TFAMP1	736	0	1	0	1	0	0	0	0	0
ENSG00000231476	437	0	0	0	0	0	0	0	0	0
ELFN1	4664	4	4	2	6	22	14	7	9	5
ENSG00000234977	454	0	0	0	0	0	0	0	0	0
ENSG00000205971	1455	0	0	0	0	0	0	0	0	0
ELFN1-AS1	989	1	1	2	4	1	1	0	2	1
MAD1L1	6955	25	12	6	10	18	15	8	6	17
ENSG00000286192	5697	7	4	3	2	4	2	5	1	1
ENSG00000176349	4764	2	0	0	0	2	0	0	1	0
MIR4655	74	0	0	0	0	0	0	0	0	0
MRM2	2886	8	10	9	5	18	13	4	9	9
NUDT1	2089	1695	1397	1002	783	265	710	1273	622	1097
SNX8	5750	192	238	83	289	228	350	116	288	101
MIR6836	63	0	0	0	0	0	0	0	0	0
IMMP1LP3	224	1	0	0	0	0	0	0	0	0
EIF3B	8989	989	995	617	292	1058	338	717	284	635
KIF19BP	748	0	0	0	0	0	0	0	0	0
ENSG00000271163	285	0	0	0	0	0	0	0	0	0
CHST12	16116	58	57	53	155	253	275	69	210	81
GRIFIN	1001	0	0	0	0	0	0	0	0	0
LFNG	3440	1	3	1	3	8	6	5	5	3
MIR4648	72	0	0	0	0	0	0	0	0	0
BRAT1	6673	168	160	133	89	401	62	183	48	155
IQCE	9239	107	78	78	192	117	122	88	155	94
ENSG00000289352	905	1	4	1	6	2	4	2	2	1
TTYH3	6094	71	61	46	56	165	35	75	51	60
ENSG00000288792	637	1	3	0	0	0	0	0	0	0
AMZ1	10165	3	3	1	5	5	0	1	0	3
GNA12	6111	33	30	27	56	140	72	41	59	32
ENSG00000231357	402	1	1	0	1	0	2	0	0	0
CARD11	4628	1	1	0	1	0	0	0	1	0
CARD11-AS1	969	0	0	0	0	0	0	0	0	0
RN7SKP130	301	0	0	0	0	0	0	0	0	0
ENSG00000228334	3417	0	0	0	0	0	0	0	0	0
ENSG00000217455	1725	0	0	0	217	6	102	5	182	4
ENSG00000231892	418	0	0	0	0	1	0	0	0	0
SDK1-AS1	982	0	0	1	0	2	0	1	1	0
SDK1	12241	40	45	25	9	84	16	36	12	28
ENSG00000224593	713	0	0	0	0	2	0	2	0	0
ENSG00000236510	856	0	0	0	0	0	0	0	0	0
ENSG00000283991	578	0	0	0	0	0	0	0	0	0
CYP3A54P	75	0	0	0	0	0	0	0	0	0
ENSG00000286874	323	4	8	4	14	0	14	2	5	3
FOXK1	13106	123	150	85	76	319	90	125	62	113
ENSG00000287665	2489	5	5	2	0	3	2	1	1	3
AP5Z1	8398	62	57	37	12	140	7	49	18	62
MIR4656	75	0	0	0	0	0	0	0	0	0
ENSG00000287541	145	0	0	0	0	0	0	0	0	0
RADIL	6513	54	51	35	13	84	14	40	18	27
PAPOLB	4293	1	2	0	0	0	0	0	0	0
RPL22P16	373	1	0	1	0	0	1	1	1	3
MMD2	2466	9	11	6	1	23	5	11	1	5
RNF216P1	5508	409	388	275	162	165	165	351	136	290
ENSG00000288620	451	0	0	0	0	0	0	0	0	0
RBAK-RBAKDN	1049	1	3	0	6	0	4	1	1	1
ENSG00000288633	850	0	0	0	0	0	0	0	0	0
ENSG00000270822	165	2	0	2	1	1	0	1	0	1
SPDYE19P	713	0	0	0	0	1	0	0	0	0
RBAK	6959	73	61	57	37	136	42	53	29	37
RBAKDN	514	0	0	0	0	0	0	1	0	1
OR10AH1P	3551	0	0	0	0	0	0	0	0	0
ZNF890P	1737	0	0	0	0	0	0	1	1	0
RNU6-215P	102	0	0	0	0	0	0	0	0	0
WIPI2	8983	327	257	194	910	660	887	292	689	230
SLC29A4	5840	65	46	20	48	68	54	40	41	43
TNRC18	12860	30	52	39	20	102	53	54	22	43
ENSG00000241269	583	1	0	0	0	2	1	1	0	0
ENSG00000188365	753	0	0	0	0	0	1	0	1	0
ENSG00000272953	632	1	1	0	2	4	0	2	1	1
ENSG00000234432	2651	18	5	4	8	3	3	13	6	3
ENSG00000273084	942	6	6	3	4	6	3	5	8	3
FBXL18	9753	50	37	37	27	111	15	48	22	40
ENSG00000230733	3251	0	0	0	0	0	0	0	0	0
MIR589	99	0	0	0	0	0	0	2	0	0
ACTB	4405	11080	9050	7507	4347	17265	5177	9231	4125	7387
ENSG00000272719	515	0	0	0	0	0	0	0	0	0
ENSG00000228974	313	0	0	0	0	0	0	0	0	0
FSCN1	3699	117	113	85	59	505	90	158	53	114
RNF216	7576	260	256	191	326	494	298	258	252	195
RNF216-IT1	337	0	0	0	0	0	0	0	0	0
MIR6874	71	0	0	0	0	0	0	0	0	0
ZNF815P	2408	108	117	55	46	40	44	38	18	31
RN7SL556P	298	0	0	0	0	0	0	0	0	0
OCM	833	1	3	0	0	0	0	0	0	1
CCZ1	6431	10	6	17	9	39	22	14	10	10
RSPH10B	4993	2	1	4	5	5	5	0	3	1
PMS2	6231	62	55	35	55	103	44	46	41	36
AIMP2	1828	301	325	131	149	267	160	158	186	118
SNORA80D	135	1	1	2	0	0	3	1	0	0
EIF2AK1	5492	466	455	289	382	831	342	401	335	362
ANKRD61	1423	0	2	3	0	6	1	5	0	2
RN7SL851P	303	0	0	0	0	0	0	1	0	0
RNU6-218P	105	0	0	1	0	0	0	0	0	0
ENSG00000231704	1538	15	8	8	5	8	9	6	2	7
USP42	7007	145	108	99	91	310	107	110	76	108
CYTH3	5808	64	59	35	60	210	116	72	87	68
FAM220A	2393	93	85	40	242	112	273	61	208	75
ENSG00000286075	207	0	0	0	0	0	0	0	0	0
RPSAP73	330	0	0	0	0	0	0	0	0	0
RAC1	3100	3696	3717	1906	5691	2330	5445	2324	4623	1793
DAGLB	5715	286	236	126	76	202	87	172	67	117
KDELR2	3930	765	797	587	572	1359	621	698	521	539
ENSG00000231359	306	0	0	1	1	2	0	0	0	0
GRID2IP	4843	11	11	7	4	19	1	12	1	9
ZDHHC4	3557	411	355	226	573	470	511	281	487	226
ENSG00000232581	357	0	0	0	0	0	0	0	0	0
C7orf26	2724	68	45	46	62	77	50	46	42	45
ZNF853	3864	16	18	16	49	44	75	28	53	10
ZNF316	7662	23	25	19	14	83	25	33	19	26
ENSG00000228010	3490	0	0	1	1	2	0	0	0	0
ENSG00000198580	651	0	0	0	0	0	0	0	0	0
ZNF12	5321	50	55	38	10	153	28	55	20	41
PMS2CL	3879	14	9	8	8	22	22	9	23	18
SPDYE20P	632	0	0	0	0	0	0	0	0	0
RSPH10B2	4992	0	0	0	2	1	2	0	0	0
CCZ1B	6933	15	16	12	25	43	21	11	18	12
OR7E39P	375	1	0	0	1	0	0	0	0	0
UNC93B2	730	0	0	1	0	0	0	0	0	0
OR7E136P	1015	0	0	0	0	0	0	0	0	0
OR7E59P	1000	0	0	0	0	0	0	0	0	0
ENSG00000243531	200	0	0	0	0	0	0	0	0	0
ALG1L5P	771	0	0	0	0	0	0	0	0	0
ENSG00000241539	436	0	0	0	0	0	0	0	0	0
FAM86LP	853	0	0	0	0	0	0	0	0	0
ENSG00000287860	2228	0	0	0	0	0	0	0	0	0
MIR3683	82	0	0	0	0	0	0	0	0	0
ENSG00000239696	1441	0	0	0	0	0	0	0	0	0
C1GALT1	7773	93	81	74	45	220	76	81	61	68
ENSG00000244167	373	0	0	0	0	0	0	0	0	0
ENSG00000230825	3252	6	3	0	8	4	8	2	6	3
ENSG00000236712	373	0	0	0	0	0	0	0	0	0
COL28A1	6639	3	0	2	0	1	0	0	0	2
ENSG00000272732	1655	0	0	1	0	0	0	0	0	0
MIOS-DT	1730	4	4	0	8	12	2	6	3	2
MIOS	6714	110	72	80	149	126	174	87	140	71
ENSG00000272745	672	0	0	0	0	0	0	0	0	0
RPA3	3232	3723	3468	2470	1519	719	1783	3076	1353	2001
UMAD1	3752	118	90	55	63	86	89	73	66	54
ENSG00000283549	637	0	0	0	0	0	0	0	0	0
ENSG00000270314	1109	0	0	0	0	0	0	0	0	0
ENSG00000234718	1496	0	1	0	2	1	1	0	3	0
RNU6-534P	106	0	0	0	0	0	0	0	0	0
CCNB2P1	1150	0	0	0	0	0	0	0	0	0
ENSG00000234141	692	1	1	0	2	2	0	1	2	0
GLCCI1-DT	568	0	4	1	7	0	6	1	5	0
GLCCI1	6883	60	65	36	34	124	50	42	34	39
ENSG00000233264	1469	0	1	0	0	4	0	1	0	0
ICA1	4883	64	64	54	27	106	38	39	26	54
ENSG00000227719	524	0	1	0	0	2	0	1	0	0
ENSG00000244239	429	1	2	1	14	1	1	0	15	1
ENSG00000229970	1853	0	1	5	5	5	9	4	6	3
ENSG00000272328	916	10	11	7	2	7	6	9	4	5
NXPH1	3774	0	0	0	0	0	0	0	0	0
ENSG00000236748	583	0	0	0	0	0	0	0	0	0
ENSG00000278254	3362	0	0	0	0	0	0	0	0	0
ENSG00000271526	154	0	0	0	0	0	0	0	0	0
ENSG00000278446	326	0	0	0	0	0	0	0	0	0
GAPDHP68	1008	1	0	0	0	0	0	0	0	0
ENSG00000234710	1501	0	0	0	0	0	0	0	0	0
PER3P1	829	0	0	0	0	0	0	0	0	0
ENSG00000197320	2032	0	0	0	0	0	0	0	0	0
ENSG00000270611	463	0	0	0	0	0	0	0	0	0
ENSG00000235431	1556	0	0	0	0	0	0	0	0	0
ENSG00000287409	873	0	0	0	0	0	0	0	0	0
ENSG00000286639	1543	0	0	0	0	0	0	0	0	0
MGC4859	3118	0	0	0	0	0	0	0	0	0
HSPA8P8	1942	0	0	0	0	0	0	0	0	0
ENSG00000234356	298	0	0	0	0	0	0	0	0	0
ENSG00000236414	449	0	0	0	0	0	0	0	0	0
NDUFA4	3461	7588	7790	3447	2039	1837	3702	3815	2480	2825
ENSG00000271185	313	1	0	0	0	0	2	0	3	0
PHF14	14044	199	167	137	93	332	145	147	79	101
RPL23AP52	478	1	0	0	0	0	0	0	0	0
ENSG00000230333	5660	2	0	0	0	0	1	0	0	0
NPM1P11	855	0	0	0	0	0	0	0	0	0
THSD7A	10915	10	10	6	3	5	5	3	3	2
ENSG00000230435	563	0	0	0	0	0	0	0	0	0
THRAP3P3	978	0	0	0	0	0	0	0	0	0
TMEM106B	13838	31	33	27	34	87	51	38	44	29
VWDE	6711	25	17	21	4	32	5	20	6	8
ENSG00000274970	986	0	0	0	0	0	0	0	0	0
ENSG00000226690	3737	2	1	2	2	0	2	0	0	0
SSBL5P	1194	3	7	2	0	0	0	0	0	0
TAS2R2P	910	0	0	0	0	0	0	0	0	0
ENSG00000224667	462	0	0	0	0	0	0	0	0	0
ENSG00000225606	911	0	0	0	0	0	0	0	0	0
SCIN	11626	9	10	5	0	2	1	10	2	3
ENSG00000229233	432	0	0	0	0	0	0	0	0	0
ENSG00000271253	397	0	0	1	0	0	0	0	0	0
ARL4A	3585	162	209	74	253	144	331	86	216	75
ENSG00000199470	132	0	0	0	0	0	0	0	0	0
ENSG00000229618	13329	1	0	0	1	1	5	2	4	0
RN7SKP228	263	0	0	0	0	0	0	0	0	0
RBMX2P4	376	0	0	0	0	0	0	0	0	0
ENSG00000237713	842	0	0	0	0	0	0	0	0	0
ENSG00000224330	842	0	0	0	0	0	0	0	0	0
ENSG00000213875	431	0	0	2	1	0	1	0	2	1
ETV1	9615	14	11	7	4	9	10	9	5	11
RPL6P21	846	0	0	0	0	0	0	0	0	0
DGKB	9491	2	0	0	0	1	0	2	1	1
EEF1A1P26	1363	0	0	0	0	0	0	0	0	0
ENSG00000226323	263	0	0	0	0	0	0	0	0	0
GTF3AP5	697	0	0	0	0	0	0	0	0	0
ENSG00000227489	653	0	0	0	0	0	0	0	0	0
